coluna A 1;coluna B 1;coluna C 1
coluna A 2380;coluna B 2380;coluna C 2380
coluna A 22427;coluna B 22427;coluna C 22427
coluna A 22428;coluna B 22428;coluna C 22428
coluna A 12398;coluna B 12398;coluna C 12398
coluna A 37390;coluna B 37390;coluna C 37390
coluna A 32421;coluna B 32421;coluna C 32421
coluna A 42416;coluna B 42416;coluna C 42416
coluna A 47369;coluna B 47369;coluna C 47369
coluna A 47370;coluna B 47370;coluna C 47370
coluna A 7390;coluna B 7390;coluna C 7390
coluna A 7391;coluna B 7391;coluna C 7391
coluna A 17420;coluna B 17420;coluna C 17420
coluna A 27377;coluna B 27377;coluna C 27377
coluna A 2381;coluna B 2381;coluna C 2381
coluna A 22429;coluna B 22429;coluna C 22429
coluna A 12399;coluna B 12399;coluna C 12399
coluna A 37391;coluna B 37391;coluna C 37391
coluna A 32422;coluna B 32422;coluna C 32422
coluna A 42417;coluna B 42417;coluna C 42417
coluna A 47371;coluna B 47371;coluna C 47371
coluna A 7392;coluna B 7392;coluna C 7392
coluna A 17421;coluna B 17421;coluna C 17421
coluna A 27378;coluna B 27378;coluna C 27378
coluna A 2382;coluna B 2382;coluna C 2382
coluna A 22430;coluna B 22430;coluna C 22430
coluna A 22431;coluna B 22431;coluna C 22431
coluna A 12400;coluna B 12400;coluna C 12400
coluna A 37392;coluna B 37392;coluna C 37392
coluna A 32423;coluna B 32423;coluna C 32423
coluna A 32424;coluna B 32424;coluna C 32424
coluna A 42418;coluna B 42418;coluna C 42418
coluna A 47372;coluna B 47372;coluna C 47372
coluna A 7393;coluna B 7393;coluna C 7393
coluna A 17422;coluna B 17422;coluna C 17422
coluna A 27379;coluna B 27379;coluna C 27379
coluna A 2383;coluna B 2383;coluna C 2383
coluna A 22432;coluna B 22432;coluna C 22432
coluna A 12401;coluna B 12401;coluna C 12401
coluna A 37393;coluna B 37393;coluna C 37393
coluna A 32425;coluna B 32425;coluna C 32425
coluna A 37394;coluna B 37394;coluna C 37394
coluna A 42419;coluna B 42419;coluna C 42419
coluna A 47373;coluna B 47373;coluna C 47373
coluna A 47374;coluna B 47374;coluna C 47374
coluna A 7394;coluna B 7394;coluna C 7394
coluna A 7395;coluna B 7395;coluna C 7395
coluna A 17423;coluna B 17423;coluna C 17423
coluna A 27380;coluna B 27380;coluna C 27380
coluna A 2384;coluna B 2384;coluna C 2384
coluna A 2385;coluna B 2385;coluna C 2385
coluna A 22433;coluna B 22433;coluna C 22433
coluna A 12402;coluna B 12402;coluna C 12402
coluna A 32426;coluna B 32426;coluna C 32426
coluna A 37395;coluna B 37395;coluna C 37395
coluna A 42420;coluna B 42420;coluna C 42420
coluna A 42421;coluna B 42421;coluna C 42421
coluna A 47375;coluna B 47375;coluna C 47375
coluna A 7396;coluna B 7396;coluna C 7396
coluna A 17424;coluna B 17424;coluna C 17424
coluna A 27381;coluna B 27381;coluna C 27381
coluna A 2386;coluna B 2386;coluna C 2386
coluna A 2387;coluna B 2387;coluna C 2387
coluna A 22434;coluna B 22434;coluna C 22434
coluna A 12403;coluna B 12403;coluna C 12403
coluna A 32427;coluna B 32427;coluna C 32427
coluna A 37396;coluna B 37396;coluna C 37396
coluna A 42422;coluna B 42422;coluna C 42422
coluna A 47376;coluna B 47376;coluna C 47376
coluna A 7397;coluna B 7397;coluna C 7397
coluna A 17425;coluna B 17425;coluna C 17425
coluna A 27382;coluna B 27382;coluna C 27382
coluna A 2388;coluna B 2388;coluna C 2388
coluna A 22435;coluna B 22435;coluna C 22435
coluna A 12404;coluna B 12404;coluna C 12404
coluna A 32428;coluna B 32428;coluna C 32428
coluna A 42423;coluna B 42423;coluna C 42423
coluna A 37397;coluna B 37397;coluna C 37397
coluna A 47377;coluna B 47377;coluna C 47377
coluna A 7398;coluna B 7398;coluna C 7398
coluna A 7399;coluna B 7399;coluna C 7399
coluna A 17426;coluna B 17426;coluna C 17426
coluna A 17427;coluna B 17427;coluna C 17427
coluna A 27383;coluna B 27383;coluna C 27383
coluna A 2389;coluna B 2389;coluna C 2389
coluna A 22436;coluna B 22436;coluna C 22436
coluna A 12405;coluna B 12405;coluna C 12405
coluna A 32429;coluna B 32429;coluna C 32429
coluna A 42424;coluna B 42424;coluna C 42424
coluna A 37398;coluna B 37398;coluna C 37398
coluna A 47378;coluna B 47378;coluna C 47378
coluna A 47379;coluna B 47379;coluna C 47379
coluna A 7400;coluna B 7400;coluna C 7400
coluna A 17428;coluna B 17428;coluna C 17428
coluna A 27384;coluna B 27384;coluna C 27384
coluna A 2390;coluna B 2390;coluna C 2390
coluna A 22437;coluna B 22437;coluna C 22437
coluna A 12406;coluna B 12406;coluna C 12406
coluna A 32430;coluna B 32430;coluna C 32430
coluna A 42425;coluna B 42425;coluna C 42425
coluna A 42426;coluna B 42426;coluna C 42426
coluna A 42427;coluna B 42427;coluna C 42427
coluna A 37399;coluna B 37399;coluna C 37399
coluna A 37400;coluna B 37400;coluna C 37400
coluna A 47380;coluna B 47380;coluna C 47380
coluna A 7401;coluna B 7401;coluna C 7401
coluna A 17429;coluna B 17429;coluna C 17429
coluna A 27385;coluna B 27385;coluna C 27385
coluna A 2391;coluna B 2391;coluna C 2391
coluna A 22438;coluna B 22438;coluna C 22438
coluna A 12407;coluna B 12407;coluna C 12407
coluna A 32431;coluna B 32431;coluna C 32431
coluna A 42428;coluna B 42428;coluna C 42428
coluna A 42429;coluna B 42429;coluna C 42429
coluna A 37401;coluna B 37401;coluna C 37401
coluna A 47381;coluna B 47381;coluna C 47381
coluna A 7402;coluna B 7402;coluna C 7402
coluna A 17430;coluna B 17430;coluna C 17430
coluna A 17431;coluna B 17431;coluna C 17431
coluna A 27386;coluna B 27386;coluna C 27386
coluna A 2392;coluna B 2392;coluna C 2392
coluna A 22439;coluna B 22439;coluna C 22439
coluna A 12408;coluna B 12408;coluna C 12408
coluna A 32432;coluna B 32432;coluna C 32432
coluna A 42430;coluna B 42430;coluna C 42430
coluna A 42431;coluna B 42431;coluna C 42431
coluna A 37402;coluna B 37402;coluna C 37402
coluna A 47382;coluna B 47382;coluna C 47382
coluna A 47383;coluna B 47383;coluna C 47383
coluna A 47384;coluna B 47384;coluna C 47384
coluna A 7403;coluna B 7403;coluna C 7403
coluna A 17432;coluna B 17432;coluna C 17432
coluna A 17433;coluna B 17433;coluna C 17433
coluna A 27387;coluna B 27387;coluna C 27387
coluna A 2393;coluna B 2393;coluna C 2393
coluna A 22440;coluna B 22440;coluna C 22440
coluna A 22441;coluna B 22441;coluna C 22441
coluna A 12409;coluna B 12409;coluna C 12409
coluna A 32433;coluna B 32433;coluna C 32433
coluna A 42432;coluna B 42432;coluna C 42432
coluna A 37403;coluna B 37403;coluna C 37403
coluna A 47385;coluna B 47385;coluna C 47385
coluna A 7404;coluna B 7404;coluna C 7404
coluna A 17434;coluna B 17434;coluna C 17434
coluna A 27388;coluna B 27388;coluna C 27388
coluna A 2394;coluna B 2394;coluna C 2394
coluna A 22442;coluna B 22442;coluna C 22442
coluna A 12410;coluna B 12410;coluna C 12410
coluna A 32434;coluna B 32434;coluna C 32434
coluna A 42433;coluna B 42433;coluna C 42433
coluna A 37404;coluna B 37404;coluna C 37404
coluna A 42434;coluna B 42434;coluna C 42434
coluna A 47386;coluna B 47386;coluna C 47386
coluna A 47387;coluna B 47387;coluna C 47387
coluna A 7405;coluna B 7405;coluna C 7405
coluna A 7406;coluna B 7406;coluna C 7406
coluna A 17435;coluna B 17435;coluna C 17435
coluna A 27389;coluna B 27389;coluna C 27389
coluna A 2395;coluna B 2395;coluna C 2395
coluna A 22443;coluna B 22443;coluna C 22443
coluna A 12411;coluna B 12411;coluna C 12411
coluna A 32435;coluna B 32435;coluna C 32435
coluna A 37405;coluna B 37405;coluna C 37405
coluna A 42435;coluna B 42435;coluna C 42435
coluna A 47388;coluna B 47388;coluna C 47388
coluna A 7407;coluna B 7407;coluna C 7407
coluna A 17436;coluna B 17436;coluna C 17436
coluna A 27390;coluna B 27390;coluna C 27390
coluna A 27391;coluna B 27391;coluna C 27391
coluna A 2396;coluna B 2396;coluna C 2396
coluna A 22444;coluna B 22444;coluna C 22444
coluna A 12412;coluna B 12412;coluna C 12412
coluna A 12413;coluna B 12413;coluna C 12413
coluna A 32436;coluna B 32436;coluna C 32436
coluna A 37406;coluna B 37406;coluna C 37406
coluna A 42436;coluna B 42436;coluna C 42436
coluna A 47389;coluna B 47389;coluna C 47389
coluna A 7408;coluna B 7408;coluna C 7408
coluna A 17437;coluna B 17437;coluna C 17437
coluna A 27392;coluna B 27392;coluna C 27392
coluna A 2397;coluna B 2397;coluna C 2397
coluna A 22445;coluna B 22445;coluna C 22445
coluna A 12414;coluna B 12414;coluna C 12414
coluna A 32437;coluna B 32437;coluna C 32437
coluna A 37407;coluna B 37407;coluna C 37407
coluna A 42437;coluna B 42437;coluna C 42437
coluna A 47390;coluna B 47390;coluna C 47390
coluna A 7409;coluna B 7409;coluna C 7409
coluna A 17438;coluna B 17438;coluna C 17438
coluna A 27393;coluna B 27393;coluna C 27393
coluna A 2398;coluna B 2398;coluna C 2398
coluna A 2399;coluna B 2399;coluna C 2399
coluna A 22446;coluna B 22446;coluna C 22446
coluna A 12415;coluna B 12415;coluna C 12415
coluna A 32438;coluna B 32438;coluna C 32438
coluna A 37408;coluna B 37408;coluna C 37408
coluna A 37409;coluna B 37409;coluna C 37409
coluna A 42438;coluna B 42438;coluna C 42438
coluna A 47391;coluna B 47391;coluna C 47391
coluna A 7410;coluna B 7410;coluna C 7410
coluna A 17439;coluna B 17439;coluna C 17439
coluna A 27394;coluna B 27394;coluna C 27394
coluna A 2400;coluna B 2400;coluna C 2400
coluna A 22447;coluna B 22447;coluna C 22447
coluna A 12416;coluna B 12416;coluna C 12416
coluna A 32439;coluna B 32439;coluna C 32439
coluna A 37410;coluna B 37410;coluna C 37410
coluna A 42439;coluna B 42439;coluna C 42439
coluna A 47392;coluna B 47392;coluna C 47392
coluna A 7411;coluna B 7411;coluna C 7411
coluna A 17440;coluna B 17440;coluna C 17440
coluna A 27395;coluna B 27395;coluna C 27395
coluna A 2401;coluna B 2401;coluna C 2401
coluna A 22448;coluna B 22448;coluna C 22448
coluna A 12417;coluna B 12417;coluna C 12417
coluna A 32440;coluna B 32440;coluna C 32440
coluna A 37411;coluna B 37411;coluna C 37411
coluna A 42440;coluna B 42440;coluna C 42440
coluna A 47393;coluna B 47393;coluna C 47393
coluna A 7412;coluna B 7412;coluna C 7412
coluna A 47394;coluna B 47394;coluna C 47394
coluna A 17441;coluna B 17441;coluna C 17441
coluna A 27396;coluna B 27396;coluna C 27396
coluna A 2402;coluna B 2402;coluna C 2402
coluna A 22449;coluna B 22449;coluna C 22449
coluna A 12418;coluna B 12418;coluna C 12418
coluna A 32441;coluna B 32441;coluna C 32441
coluna A 32442;coluna B 32442;coluna C 32442
coluna A 37412;coluna B 37412;coluna C 37412
coluna A 42441;coluna B 42441;coluna C 42441
coluna A 7413;coluna B 7413;coluna C 7413
coluna A 47395;coluna B 47395;coluna C 47395
coluna A 17442;coluna B 17442;coluna C 17442
coluna A 27397;coluna B 27397;coluna C 27397
coluna A 2403;coluna B 2403;coluna C 2403
coluna A 22450;coluna B 22450;coluna C 22450
coluna A 12419;coluna B 12419;coluna C 12419
coluna A 32443;coluna B 32443;coluna C 32443
coluna A 37413;coluna B 37413;coluna C 37413
coluna A 42442;coluna B 42442;coluna C 42442
coluna A 7414;coluna B 7414;coluna C 7414
coluna A 47396;coluna B 47396;coluna C 47396
coluna A 7415;coluna B 7415;coluna C 7415
coluna A 17443;coluna B 17443;coluna C 17443
coluna A 17444;coluna B 17444;coluna C 17444
coluna A 17445;coluna B 17445;coluna C 17445
coluna A 27398;coluna B 27398;coluna C 27398
coluna A 2404;coluna B 2404;coluna C 2404
coluna A 22451;coluna B 22451;coluna C 22451
coluna A 12420;coluna B 12420;coluna C 12420
coluna A 32444;coluna B 32444;coluna C 32444
coluna A 37414;coluna B 37414;coluna C 37414
coluna A 42443;coluna B 42443;coluna C 42443
coluna A 47397;coluna B 47397;coluna C 47397
coluna A 7416;coluna B 7416;coluna C 7416
coluna A 17446;coluna B 17446;coluna C 17446
coluna A 27399;coluna B 27399;coluna C 27399
coluna A 2405;coluna B 2405;coluna C 2405
coluna A 22452;coluna B 22452;coluna C 22452
coluna A 12421;coluna B 12421;coluna C 12421
coluna A 32445;coluna B 32445;coluna C 32445
coluna A 37415;coluna B 37415;coluna C 37415
coluna A 42444;coluna B 42444;coluna C 42444
coluna A 47398;coluna B 47398;coluna C 47398
coluna A 42445;coluna B 42445;coluna C 42445
coluna A 7417;coluna B 7417;coluna C 7417
coluna A 42446;coluna B 42446;coluna C 42446
coluna A 17447;coluna B 17447;coluna C 17447
coluna A 42447;coluna B 42447;coluna C 42447
coluna A 27400;coluna B 27400;coluna C 27400
coluna A 2406;coluna B 2406;coluna C 2406
coluna A 22453;coluna B 22453;coluna C 22453
coluna A 22454;coluna B 22454;coluna C 22454
coluna A 12422;coluna B 12422;coluna C 12422
coluna A 32446;coluna B 32446;coluna C 32446
coluna A 32447;coluna B 32447;coluna C 32447
coluna A 37416;coluna B 37416;coluna C 37416
coluna A 47399;coluna B 47399;coluna C 47399
coluna A 7418;coluna B 7418;coluna C 7418
coluna A 17448;coluna B 17448;coluna C 17448
coluna A 42448;coluna B 42448;coluna C 42448
coluna A 27401;coluna B 27401;coluna C 27401
coluna A 2407;coluna B 2407;coluna C 2407
coluna A 22455;coluna B 22455;coluna C 22455
coluna A 12423;coluna B 12423;coluna C 12423
coluna A 32448;coluna B 32448;coluna C 32448
coluna A 37417;coluna B 37417;coluna C 37417
coluna A 47400;coluna B 47400;coluna C 47400
coluna A 7419;coluna B 7419;coluna C 7419
coluna A 17449;coluna B 17449;coluna C 17449
coluna A 42449;coluna B 42449;coluna C 42449
coluna A 27402;coluna B 27402;coluna C 27402
coluna A 2408;coluna B 2408;coluna C 2408
coluna A 27403;coluna B 27403;coluna C 27403
coluna A 22456;coluna B 22456;coluna C 22456
coluna A 27404;coluna B 27404;coluna C 27404
coluna A 12424;coluna B 12424;coluna C 12424
coluna A 32449;coluna B 32449;coluna C 32449
coluna A 37418;coluna B 37418;coluna C 37418
coluna A 47401;coluna B 47401;coluna C 47401
coluna A 7420;coluna B 7420;coluna C 7420
coluna A 17450;coluna B 17450;coluna C 17450
coluna A 42450;coluna B 42450;coluna C 42450
coluna A 2409;coluna B 2409;coluna C 2409
coluna A 22457;coluna B 22457;coluna C 22457
coluna A 12425;coluna B 12425;coluna C 12425
coluna A 27405;coluna B 27405;coluna C 27405
coluna A 32450;coluna B 32450;coluna C 32450
coluna A 37419;coluna B 37419;coluna C 37419
coluna A 47402;coluna B 47402;coluna C 47402
coluna A 7421;coluna B 7421;coluna C 7421
coluna A 17451;coluna B 17451;coluna C 17451
coluna A 42451;coluna B 42451;coluna C 42451
coluna A 2410;coluna B 2410;coluna C 2410
coluna A 2411;coluna B 2411;coluna C 2411
coluna A 22458;coluna B 22458;coluna C 22458
coluna A 22459;coluna B 22459;coluna C 22459
coluna A 12426;coluna B 12426;coluna C 12426
coluna A 27406;coluna B 27406;coluna C 27406
coluna A 32451;coluna B 32451;coluna C 32451
coluna A 37420;coluna B 37420;coluna C 37420
coluna A 32452;coluna B 32452;coluna C 32452
coluna A 47403;coluna B 47403;coluna C 47403
coluna A 7422;coluna B 7422;coluna C 7422
coluna A 17452;coluna B 17452;coluna C 17452
coluna A 42452;coluna B 42452;coluna C 42452
coluna A 2412;coluna B 2412;coluna C 2412
coluna A 22460;coluna B 22460;coluna C 22460
coluna A 12427;coluna B 12427;coluna C 12427
coluna A 22461;coluna B 22461;coluna C 22461
coluna A 27407;coluna B 27407;coluna C 27407
coluna A 37421;coluna B 37421;coluna C 37421
coluna A 32453;coluna B 32453;coluna C 32453
coluna A 47404;coluna B 47404;coluna C 47404
coluna A 7423;coluna B 7423;coluna C 7423
coluna A 17453;coluna B 17453;coluna C 17453
coluna A 42453;coluna B 42453;coluna C 42453
coluna A 42454;coluna B 42454;coluna C 42454
coluna A 2413;coluna B 2413;coluna C 2413
coluna A 12428;coluna B 12428;coluna C 12428
coluna A 22462;coluna B 22462;coluna C 22462
coluna A 27408;coluna B 27408;coluna C 27408
coluna A 27409;coluna B 27409;coluna C 27409
coluna A 37422;coluna B 37422;coluna C 37422
coluna A 32454;coluna B 32454;coluna C 32454
coluna A 47405;coluna B 47405;coluna C 47405
coluna A 7424;coluna B 7424;coluna C 7424
coluna A 17454;coluna B 17454;coluna C 17454
coluna A 7425;coluna B 7425;coluna C 7425
coluna A 42455;coluna B 42455;coluna C 42455
coluna A 42456;coluna B 42456;coluna C 42456
coluna A 2414;coluna B 2414;coluna C 2414
coluna A 2415;coluna B 2415;coluna C 2415
coluna A 12429;coluna B 12429;coluna C 12429
coluna A 2416;coluna B 2416;coluna C 2416
coluna A 22463;coluna B 22463;coluna C 22463
coluna A 22464;coluna B 22464;coluna C 22464
coluna A 22465;coluna B 22465;coluna C 22465
coluna A 27410;coluna B 27410;coluna C 27410
coluna A 37423;coluna B 37423;coluna C 37423
coluna A 37424;coluna B 37424;coluna C 37424
coluna A 32455;coluna B 32455;coluna C 32455
coluna A 32456;coluna B 32456;coluna C 32456
coluna A 47406;coluna B 47406;coluna C 47406
coluna A 17455;coluna B 17455;coluna C 17455
coluna A 7426;coluna B 7426;coluna C 7426
coluna A 42457;coluna B 42457;coluna C 42457
coluna A 42458;coluna B 42458;coluna C 42458
coluna A 12430;coluna B 12430;coluna C 12430
coluna A 2417;coluna B 2417;coluna C 2417
coluna A 2418;coluna B 2418;coluna C 2418
coluna A 22466;coluna B 22466;coluna C 22466
coluna A 27411;coluna B 27411;coluna C 27411
coluna A 37425;coluna B 37425;coluna C 37425
coluna A 32457;coluna B 32457;coluna C 32457
coluna A 47407;coluna B 47407;coluna C 47407
coluna A 17456;coluna B 17456;coluna C 17456
coluna A 47408;coluna B 47408;coluna C 47408
coluna A 7427;coluna B 7427;coluna C 7427
coluna A 42459;coluna B 42459;coluna C 42459
coluna A 12431;coluna B 12431;coluna C 12431
coluna A 12432;coluna B 12432;coluna C 12432
coluna A 2419;coluna B 2419;coluna C 2419
coluna A 22467;coluna B 22467;coluna C 22467
coluna A 22468;coluna B 22468;coluna C 22468
coluna A 27412;coluna B 27412;coluna C 27412
coluna A 37426;coluna B 37426;coluna C 37426
coluna A 32458;coluna B 32458;coluna C 32458
coluna A 17457;coluna B 17457;coluna C 17457
coluna A 47409;coluna B 47409;coluna C 47409
coluna A 7428;coluna B 7428;coluna C 7428
coluna A 42460;coluna B 42460;coluna C 42460
coluna A 12433;coluna B 12433;coluna C 12433
coluna A 2420;coluna B 2420;coluna C 2420
coluna A 22469;coluna B 22469;coluna C 22469
coluna A 27413;coluna B 27413;coluna C 27413
coluna A 37427;coluna B 37427;coluna C 37427
coluna A 32459;coluna B 32459;coluna C 32459
coluna A 32460;coluna B 32460;coluna C 32460
coluna A 17458;coluna B 17458;coluna C 17458
coluna A 47410;coluna B 47410;coluna C 47410
coluna A 7429;coluna B 7429;coluna C 7429
coluna A 42461;coluna B 42461;coluna C 42461
coluna A 42462;coluna B 42462;coluna C 42462
coluna A 42463;coluna B 42463;coluna C 42463
coluna A 12434;coluna B 12434;coluna C 12434
coluna A 12435;coluna B 12435;coluna C 12435
coluna A 2421;coluna B 2421;coluna C 2421
coluna A 22470;coluna B 22470;coluna C 22470
coluna A 22471;coluna B 22471;coluna C 22471
coluna A 22472;coluna B 22472;coluna C 22472
coluna A 27414;coluna B 27414;coluna C 27414
coluna A 37428;coluna B 37428;coluna C 37428
coluna A 32461;coluna B 32461;coluna C 32461
coluna A 17459;coluna B 17459;coluna C 17459
coluna A 47411;coluna B 47411;coluna C 47411
coluna A 7430;coluna B 7430;coluna C 7430
coluna A 7431;coluna B 7431;coluna C 7431
coluna A 42464;coluna B 42464;coluna C 42464
coluna A 12436;coluna B 12436;coluna C 12436
coluna A 2422;coluna B 2422;coluna C 2422
coluna A 22473;coluna B 22473;coluna C 22473
coluna A 27415;coluna B 27415;coluna C 27415
coluna A 27416;coluna B 27416;coluna C 27416
coluna A 37429;coluna B 37429;coluna C 37429
coluna A 32462;coluna B 32462;coluna C 32462
coluna A 37430;coluna B 37430;coluna C 37430
coluna A 17460;coluna B 17460;coluna C 17460
coluna A 47412;coluna B 47412;coluna C 47412
coluna A 7432;coluna B 7432;coluna C 7432
coluna A 42465;coluna B 42465;coluna C 42465
coluna A 12437;coluna B 12437;coluna C 12437
coluna A 2423;coluna B 2423;coluna C 2423
coluna A 22474;coluna B 22474;coluna C 22474
